state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,sample_duration_code,sample_duration,pollutant_standard,metric_used,method,year,units_of_measure,event_type,observation_count,observation_percent,validity_indicator,valid_day_count,required_day_count,exceptional_data_count,null_observation_count,primary_exceedance_count,secondary_exceedance_count,certification_indicator,arithmetic_mean,standard_deviation,first_max_value,first_max_datetime,second_max_value,second_max_datetime,third_max_value,third_max_datetime,fourth_max_value,fourth_max_datetime,first_max_nonoverlap_value,first_max_n_o_datetime,second_max_nonoverlap_value,second_max_n_o_datetime,ninety_ninth_percentile,ninety_eighth_percentile,ninety_fifth_percentile,ninetieth_percentile,seventy_fifth_percentile,fiftieth_percentile,tenth_percentile,local_site_name,site_address,state,county,city,cbsa_code,cbsa,date_of_last_change,_query_cbsa,_query_param,_loaded_at
41,067,0005,88101,2,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,27,22.0,N,27,121,0,3,,,Certification not required,6.559259,6.160061,31.5,2023-02-02 00:00,16.4,2023-03-19 00:00,12.1,2023-02-17 00:00,12.0,2023-01-24 00:00,,,,,31.5,31.5,16.4,12.1,8.2,4.0,2.5,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,2,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,27,22.0,N,27,121,0,3,0.0,0.0,Certification not required,6.559259,6.160061,31.5,2023-02-02 00:00,16.4,2023-03-19 00:00,12.1,2023-02-17 00:00,12.0,2023-01-24 00:00,,,,,31.5,31.5,16.4,12.1,8.2,4.0,2.5,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,2,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,27,22.0,N,27,121,0,3,4.0,2.0,Certification not required,6.559259,6.160061,31.5,2023-02-02 00:00,16.4,2023-03-19 00:00,12.1,2023-02-17 00:00,12.0,2023-01-24 00:00,,,,,31.5,31.5,16.4,12.1,8.2,4.0,2.5,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,1,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,Observed Values,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8717,100.0,Y,365,365,0,43,,,Certified,5.582276,5.873443,77.6,2023-07-04 23:00,75.8,2023-07-04 22:00,73.6,2023-07-05 00:00,69.8,2023-08-20 14:00,,,,,25.4,20.1,15.3,11.8,7.6,4.5,0.2,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,1,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,1.0,1.0,Certified,5.534247,4.28523,40.4,2023-08-20 00:00,27.1,2023-02-02 00:00,25.4,2023-02-01 00:00,25.3,2023-07-05 00:00,,,,,25.3,17.0,12.9,10.6,7.1,4.2,2.1,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,1,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,,,Certified,5.534247,4.28523,40.4,2023-08-20 00:00,27.1,2023-02-02 00:00,25.4,2023-02-01 00:00,25.3,2023-07-05 00:00,,,,,25.3,17.0,12.9,10.6,7.1,4.2,2.1,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,1,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,1.0,1.0,Certified,5.534247,4.28523,40.4,2023-08-20 00:00,27.1,2023-02-02 00:00,25.4,2023-02-01 00:00,25.3,2023-07-05 00:00,,,,,25.3,17.0,12.9,10.6,7.1,4.2,2.1,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,1,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,,,Certified,5.534247,4.28523,40.4,2023-08-20 00:00,27.1,2023-02-02 00:00,25.4,2023-02-01 00:00,25.3,2023-07-05 00:00,,,,,25.3,17.0,12.9,10.6,7.1,4.2,2.1,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,1,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,,,Certified,5.534247,4.28523,40.4,2023-08-20 00:00,27.1,2023-02-02 00:00,25.4,2023-02-01 00:00,25.3,2023-07-05 00:00,,,,,25.3,17.0,12.9,10.6,7.1,4.2,2.1,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,1,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,11.0,11.0,Certified,5.534247,4.28523,40.4,2023-08-20 00:00,27.1,2023-02-02 00:00,25.4,2023-02-01 00:00,25.3,2023-07-05 00:00,,,,,25.3,17.0,12.9,10.6,7.1,4.2,2.1,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,1,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,1.0,1.0,Certified,5.534247,4.28523,40.4,2023-08-20 00:00,27.1,2023-02-02 00:00,25.4,2023-02-01 00:00,25.3,2023-07-05 00:00,,,,,25.3,17.0,12.9,10.6,7.1,4.2,2.1,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0005,88101,1,45.3992,-122.7455,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,50.0,11.0,Certified,5.534247,4.28523,40.4,2023-08-20 00:00,27.1,2023-02-02 00:00,25.4,2023-02-01 00:00,25.3,2023-07-05 00:00,,,,,25.3,17.0,12.9,10.6,7.1,4.2,2.1,Tualatin - Bradbury Court (TBC),6745 Bradbury Court,Oregon,Washington,Tualatin,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,1,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,Observed Values,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8700,99.0,Y,365,365,0,60,,,Certified,6.051701,6.380195,147.4,2023-07-04 21:00,75.8,2023-08-20 14:00,67.8,2023-08-20 15:00,67.7,2023-08-20 13:00,,,,,30.1,24.4,17.7,13.0,7.8,4.6,0.7,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,1,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2006,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,1.0,1.0,Certified,5.99589,4.578816,36.1,2023-08-20 00:00,34.7,2023-02-02 00:00,25.8,2023-02-01 00:00,21.9,2023-11-30 00:00,,,,,21.9,18.8,14.6,11.3,7.0,4.7,2.2,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,1,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2006,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,,,Certified,5.99589,4.578816,36.1,2023-08-20 00:00,34.7,2023-02-02 00:00,25.8,2023-02-01 00:00,21.9,2023-11-30 00:00,,,,,21.9,18.8,14.6,11.3,7.0,4.7,2.2,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,1,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2012,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,1.0,1.0,Certified,5.99589,4.578816,36.1,2023-08-20 00:00,34.7,2023-02-02 00:00,25.8,2023-02-01 00:00,21.9,2023-11-30 00:00,,,,,21.9,18.8,14.6,11.3,7.0,4.7,2.2,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,1,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2012,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,,,Certified,5.99589,4.578816,36.1,2023-08-20 00:00,34.7,2023-02-02 00:00,25.8,2023-02-01 00:00,21.9,2023-11-30 00:00,,,,,21.9,18.8,14.6,11.3,7.0,4.7,2.2,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,1,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 1997,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,,,Certified,5.99589,4.578816,36.1,2023-08-20 00:00,34.7,2023-02-02 00:00,25.8,2023-02-01 00:00,21.9,2023-11-30 00:00,,,,,21.9,18.8,14.6,11.3,7.0,4.7,2.2,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,1,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 1997,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,18.0,18.0,Certified,5.99589,4.578816,36.1,2023-08-20 00:00,34.7,2023-02-02 00:00,25.8,2023-02-01 00:00,21.9,2023-11-30 00:00,,,,,21.9,18.8,14.6,11.3,7.0,4.7,2.2,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,1,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 24-hour 2024,Daily Mean,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,1.0,1.0,Certified,5.99589,4.578816,36.1,2023-08-20 00:00,34.7,2023-02-02 00:00,25.8,2023-02-01 00:00,21.9,2023-11-30 00:00,,,,,21.9,18.8,14.6,11.3,7.0,4.7,2.2,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,1,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,X,24-HR BLK AVG,PM25 Annual 2024,Quarterly Means of Daily Means,,2023,Micrograms/cubic meter (LC),No Events,365,100.0,Y,365,365,0,0,59.0,18.0,Certified,5.99589,4.578816,36.1,2023-08-20 00:00,34.7,2023-02-02 00:00,25.8,2023-02-01 00:00,21.9,2023-11-30 00:00,,,,,21.9,18.8,14.6,11.3,7.0,4.7,2.2,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,2,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,26,23.0,N,7,30,0,4,1.0,1.0,Certification not required,6.738462,7.372873,37.5,2023-02-02 00:00,18.9,2023-03-19 00:00,11.6,2023-02-17 00:00,10.1,2023-01-06 00:00,,,,,37.5,37.5,37.5,37.5,18.9,10.1,7.4,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,2,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,26,23.0,N,7,30,0,4,,,Certification not required,6.738462,7.372873,37.5,2023-02-02 00:00,18.9,2023-03-19 00:00,11.6,2023-02-17 00:00,10.1,2023-01-06 00:00,,,,,37.5,37.5,37.5,37.5,18.9,10.1,7.4,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,2,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,26,23.0,N,7,30,0,4,1.0,1.0,Certification not required,6.738462,7.372873,37.5,2023-02-02 00:00,18.9,2023-03-19 00:00,11.6,2023-02-17 00:00,10.1,2023-01-06 00:00,,,,,37.5,37.5,37.5,37.5,18.9,10.1,7.4,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,2,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,26,23.0,N,7,30,0,4,,,Certification not required,6.738462,7.372873,37.5,2023-02-02 00:00,18.9,2023-03-19 00:00,11.6,2023-02-17 00:00,10.1,2023-01-06 00:00,,,,,37.5,37.5,37.5,37.5,18.9,10.1,7.4,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,2,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,26,23.0,N,7,30,0,4,0.0,0.0,Certification not required,6.738462,7.372873,37.5,2023-02-02 00:00,18.9,2023-03-19 00:00,11.6,2023-02-17 00:00,10.1,2023-01-06 00:00,,,,,37.5,37.5,37.5,37.5,18.9,10.1,7.4,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,2,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,26,23.0,N,7,30,0,4,,,Certification not required,6.738462,7.372873,37.5,2023-02-02 00:00,18.9,2023-03-19 00:00,11.6,2023-02-17 00:00,10.1,2023-01-06 00:00,,,,,37.5,37.5,37.5,37.5,18.9,10.1,7.4,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,2,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,26,23.0,N,7,30,0,4,1.0,1.0,Certification not required,6.738462,7.372873,37.5,2023-02-02 00:00,18.9,2023-03-19 00:00,11.6,2023-02-17 00:00,10.1,2023-01-06 00:00,,,,,37.5,37.5,37.5,37.5,18.9,10.1,7.4,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,067,0004,88101,2,45.528501,-122.972398,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,26,23.0,N,7,30,0,4,4.0,2.0,Certification not required,6.738462,7.372873,37.5,2023-02-02 00:00,18.9,2023-03-19 00:00,11.6,2023-02-17 00:00,10.1,2023-01-06 00:00,,,,,37.5,37.5,37.5,37.5,18.9,10.1,7.4,Hillsboro - Hare Field (HHF),1149 NE Grant Street,Oregon,Washington,Hillsboro,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
41,051,0080,88101,2,45.496641,-122.602877,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2006,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,117,96.0,Y,116,121,0,7,0.0,0.0,Certified,5.488889,3.438318,19.4,2023-02-02 00:00,18.2,2023-07-05 00:00,17.0,2023-08-25 00:00,13.0,2023-08-19 00:00,,,,,18.2,17.0,12.0,10.1,7.1,4.7,2.2,Portland - SE Lafayette St (SEL),5824 SE Lafayette Street,Oregon,Multnomah,Portland,38900,"Portland-Vancouver-Hillsboro, OR-WA",2026-04-07,38900,88101,2026-06-19 09:34:27.663212-07:00
41,051,0080,88101,2,45.496641,-122.602877,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2006,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,117,96.0,Y,116,121,0,7,,,Certified,5.488889,3.438318,19.4,2023-02-02 00:00,18.2,2023-07-05 00:00,17.0,2023-08-25 00:00,13.0,2023-08-19 00:00,,,,,18.2,17.0,12.0,10.1,7.1,4.7,2.2,Portland - SE Lafayette St (SEL),5824 SE Lafayette Street,Oregon,Multnomah,Portland,38900,"Portland-Vancouver-Hillsboro, OR-WA",2026-04-07,38900,88101,2026-06-19 09:34:27.663212-07:00
41,051,0080,88101,2,45.496641,-122.602877,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2012,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,117,96.0,Y,116,121,0,7,0.0,0.0,Certified,5.488889,3.438318,19.4,2023-02-02 00:00,18.2,2023-07-05 00:00,17.0,2023-08-25 00:00,13.0,2023-08-19 00:00,,,,,18.2,17.0,12.0,10.1,7.1,4.7,2.2,Portland - SE Lafayette St (SEL),5824 SE Lafayette Street,Oregon,Multnomah,Portland,38900,"Portland-Vancouver-Hillsboro, OR-WA",2026-04-07,38900,88101,2026-06-19 09:34:27.663212-07:00
41,051,0080,88101,2,45.496641,-122.602877,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2012,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,117,96.0,Y,116,121,0,7,,,Certified,5.488889,3.438318,19.4,2023-02-02 00:00,18.2,2023-07-05 00:00,17.0,2023-08-25 00:00,13.0,2023-08-19 00:00,,,,,18.2,17.0,12.0,10.1,7.1,4.7,2.2,Portland - SE Lafayette St (SEL),5824 SE Lafayette Street,Oregon,Multnomah,Portland,38900,"Portland-Vancouver-Hillsboro, OR-WA",2026-04-07,38900,88101,2026-06-19 09:34:27.663212-07:00
41,051,0080,88101,2,45.496641,-122.602877,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 1997,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,117,96.0,Y,116,121,0,7,0.0,0.0,Certified,5.488889,3.438318,19.4,2023-02-02 00:00,18.2,2023-07-05 00:00,17.0,2023-08-25 00:00,13.0,2023-08-19 00:00,,,,,18.2,17.0,12.0,10.1,7.1,4.7,2.2,Portland - SE Lafayette St (SEL),5824 SE Lafayette Street,Oregon,Multnomah,Portland,38900,"Portland-Vancouver-Hillsboro, OR-WA",2026-04-07,38900,88101,2026-06-19 09:34:27.663212-07:00
41,051,0080,88101,2,45.496641,-122.602877,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 1997,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,117,96.0,Y,116,121,0,7,,,Certified,5.488889,3.438318,19.4,2023-02-02 00:00,18.2,2023-07-05 00:00,17.0,2023-08-25 00:00,13.0,2023-08-19 00:00,,,,,18.2,17.0,12.0,10.1,7.1,4.7,2.2,Portland - SE Lafayette St (SEL),5824 SE Lafayette Street,Oregon,Multnomah,Portland,38900,"Portland-Vancouver-Hillsboro, OR-WA",2026-04-07,38900,88101,2026-06-19 09:34:27.663212-07:00
41,051,0080,88101,2,45.496641,-122.602877,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 24-hour 2024,Daily Mean,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,117,96.0,Y,116,121,0,7,0.0,0.0,Certified,5.488889,3.438318,19.4,2023-02-02 00:00,18.2,2023-07-05 00:00,17.0,2023-08-25 00:00,13.0,2023-08-19 00:00,,,,,18.2,17.0,12.0,10.1,7.1,4.7,2.2,Portland - SE Lafayette St (SEL),5824 SE Lafayette Street,Oregon,Multnomah,Portland,38900,"Portland-Vancouver-Hillsboro, OR-WA",2026-04-07,38900,88101,2026-06-19 09:34:27.663212-07:00
41,051,0080,88101,2,45.496641,-122.602877,WGS84,PM2.5 - Local Conditions,7,24 HOUR,PM25 Annual 2024,Quarterly Means of Daily Means,R & P Model 2025 PM-2.5 Sequential Air Sampler w/VSCC - Gravimetric,2023,Micrograms/cubic meter (LC),No Events,117,96.0,Y,116,121,0,7,17.0,3.0,Certified,5.488889,3.438318,19.4,2023-02-02 00:00,18.2,2023-07-05 00:00,17.0,2023-08-25 00:00,13.0,2023-08-19 00:00,,,,,18.2,17.0,12.0,10.1,7.1,4.7,2.2,Portland - SE Lafayette St (SEL),5824 SE Lafayette Street,Oregon,Multnomah,Portland,38900,"Portland-Vancouver-Hillsboro, OR-WA",2026-04-07,38900,88101,2026-06-19 09:34:27.663212-07:00
41,051,0080,88101,1,45.496641,-122.602877,WGS84,PM2.5 - Local Conditions,1,1 HOUR,,Observed Values,Met One BAM-1022 Mass Monitor w/ VSCC or TE-PM2.5C - Beta Attenuation,2023,Micrograms/cubic meter (LC),No Events,8458,97.0,Y,360,365,0,302,,,Certified,6.510594,5.834127,63.5,2023-08-20 17:00,63.2,2023-08-20 18:00,62.9,2023-08-20 15:00,61.6,2023-08-20 14:00,,,,,28.0,21.8,16.1,13.1,8.8,5.4,1.0,Portland - SE Lafayette St (SEL),5824 SE Lafayette Street,Oregon,Multnomah,Portland,38900,"Portland-Vancouver-Hillsboro, OR-WA",2024-05-17,38900,88101,2026-06-19 09:34:27.663212-07:00
